Product Name,Region,Sales,Profit,Discount,Category,Date
"Sauder 3-Shelf Cabinet, Pine",Western Europe,1361.04,196.53,0.1,Furniture,7/14/2015
"Canon Wireless Fax, High-Speed",Eastern Asia,3391.74,271.08,0,Technology,10-12-2015
"Samsung Smart Phone, VoIP",Caribbean,2375.3,-207.84,0.2,Technology,06-07-2014
"Sauder Stackable Bookrack, Pine",Southern Africa,889.02,320.04,0,Furniture,8/22/2013
"Chromcraft Computer Table, Adjustable Height",Eastern Europe,1782.48,873.36,0,Furniture,8/29/2012
"Hewlett Copy Machine, Color",Western Europe,667.77,274.92,0.15,Technology,12-05-2013
"HP Wireless Fax, High-Speed",Oceania,1612.85,394.25,0.1,Technology,10/18/2015
"Tenex File Cart, Single Width",Southern Europe,845.21,-9.49,0.1,Office Supplies,12/21/2014
"KitchenAid Microwave, Silver",Southern Asia,2799.63,391.77,0,Office Supplies,6/22/2013
"KitchenAid Microwave, Silver",Southeastern Asia,1549.13,-56.11,0.17,Office Supplies,8/20/2014
"Samsung Smart Phone, with Caller ID",Central America,1696.4,67.84,0,Technology,6/25/2013
"Hamilton Beach Microwave, White",Central America,935.5,168.3,0,Office Supplies,5/25/2013
"Konica Printer, White",Western Europe,2036.81,359.3,0.15,Technology,05-03-2014
"Logitech Router, Erganomic",Western Europe,980.52,176.4,0,Technology,6/15/2013
Newell 312,Western US,18.69,2.34,0.2,Office Supplies,12/22/2014
"HP Copy Machine, Laser",Western Europe,1654.64,681.2,0.15,Technology,12/22/2014
"Harbour Creations Executive Leather Armchair, Adjustable",Southeastern Asia,2063.77,141.19,0.27,Furniture,7/25/2015
"Cisco Audio Dock, VoIP",North Africa,1457.28,568.32,0,Technology,02-09-2014
"HP Copy Machine, Color",Eastern Asia,1693.23,829.5,0,Technology,10/28/2012
Macally Suction Cup Mount,Western US,28.68,-7.17,0.2,Technology,12/22/2014
"Chromcraft Computer Table, Rectangular",South America,1411.2,405.72,0.2,Furniture,03-01-2014
"Hoover Stove, White",Western Europe,2039.8,-113.36,0.1,Office Supplies,11/29/2012
"Apple Smart Phone, Full Size",Eastern Asia,5737.5,630.99,0,Technology,8/24/2013
"Brother Copy Machine, Color",Oceania,1641.09,473.91,0.1,Technology,5/28/2013
"Ikea Classic Bookcase, Mobile",Caribbean,1380.9,303.7,0,Furniture,11-07-2012
"Samsung Smart Phone, Cordless",Southern Asia,1917,690.12,0,Technology,9/26/2012
"Ikea Classic Bookcase, Traditional",Oceania,823.5,172.92,0,Furniture,10/19/2014
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Western US,112.78,-8.46,0.2,Technology,12/22/2014
"Samsung Smart Phone, with Caller ID",Eastern Asia,3180.75,1081.35,0,Technology,06-09-2014
"Okidata Inkjet, White",Western Europe,2910.19,-68.72,0.15,Technology,5/16/2014
Avery White Multi-Purpose Labels,Western US,15.94,5.18,0.2,Office Supplies,12/22/2014
Wilson Jones Four-Pocket Poly Binders,Central US,5.23,-8.11,0.8,Office Supplies,07-06-2015
"Cisco Audio Dock, with Caller ID",Eastern Asia,910.35,391.35,0,Technology,10/24/2014
"Lesro Computer Table, Fully Assembled",Northern Europe,856.68,274.08,0,Furniture,8/14/2015
"SAFCO Executive Leather Armchair, Set of Two",Central America,1731.07,-238.03,0.2,Furniture,05-08-2014
"Nokia Speaker Phone, VoIP",Southern Europe,1330.99,-103.61,0.1,Technology,7/15/2014
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Western US,11.65,3.79,0.2,Office Supplies,12/22/2014
"SanDisk Router, Bluetooth",Caribbean,1914.08,669.76,0.2,Technology,12-06-2015
"Apple Smart Phone, Full Size",South America,3393.12,101.76,0,Technology,1/13/2015
Kingston Digital DataTraveler 16GB USB 2.0,Central US,50.12,-0.63,0.2,Technology,07-04-2014
"HP Wireless Fax, Color",Eastern Asia,1446.6,665.4,0,Technology,6/27/2015
"Office Star Executive Leather Armchair, Black",Eastern Asia,3272.01,1537.83,0,Furniture,3/16/2012
"Hoover Stove, Silver",Southeastern Asia,3386.86,-597.68,0.15,Office Supplies,1/21/2014
"KitchenAid Microwave, White",Oceania,2498.53,499.45,0.1,Office Supplies,09-02-2013
"Motorola Audio Dock, VoIP",Southern Europe,728.53,-133.73,0.4,Technology,11/20/2012
"Motorola Smart Phone, Full Size",Western Asia,2575.92,772.68,0,Technology,12/28/2015
"Bush Library with Doors, Metal",Southern Europe,2546.46,381.78,0,Furniture,6/20/2013
"Bush Classic Bookcase, Traditional",Eastern Asia,2888.76,173.25,0,Furniture,7/15/2014
"SanDisk Router, Programmable",Southeastern Asia,1031.4,185.64,0,Technology,5/25/2013
"Cisco Signal Booster, Cordless",Northern Europe,1237.44,74.16,0,Technology,08-09-2015
"StarTech Printer, White",Central Africa,1018.32,183.24,0,Technology,8/15/2015
"Acme Trimmer, Easy Grip",Southern Europe,600.6,131.82,0,Office Supplies,12/28/2013
"Safco Classic Bookcase, Metal",Western Europe,2756.94,1163.88,0.1,Furniture,01-10-2014
"Hoover Stove, Red",Oceania,1534.87,-102.41,0.1,Office Supplies,12/31/2015
"Motorola Smart Phone, Full Size",Oceania,6439.8,2447.1,0,Technology,12/20/2014
"Sharp Copy Machine, High-Speed",Southeastern Asia,1781.14,-134.06,0.07,Technology,03-04-2014
"Samsung Smart Phone, Cordless",South America,1363.2,-1806.24,0.6,Technology,07-04-2013
"Harbour Creations Executive Leather Armchair, Black",Northern Europe,3315.27,961.38,0,Furniture,8/24/2013
Newell 350,Central US,5.25,0.59,0.2,Office Supplies,11-05-2015
"Panasonic Inkjet, Durable",Western Europe,2123.03,124.79,0.15,Technology,07-07-2013
"Sharp Wireless Fax, High-Speed",Western Europe,2478.84,272.58,0,Technology,12-04-2015
"Hoover Refrigerator, Red",Oceania,1894.54,505.18,0.1,Office Supplies,04-12-2012
Avery Printable Repositionable Plastic Tabs,Eastern US,41.28,13.93,0.2,Office Supplies,11/23/2015
"Rogers Folders, Industrial",Canada,187.02,26.1,0,Office Supplies,5/13/2013
"Canon Copy Machine, Color",Eastern Asia,1317.9,0,0,Technology,11/23/2013
"Hewlett Fax and Copier, Laser",Western Europe,1350.09,256.41,0,Technology,09-01-2015
"Epson Printer, Durable",Eastern Asia,1839.18,238.98,0,Technology,11-08-2014
Xerox 1898,Eastern US,13.36,6.41,0,Office Supplies,11/23/2015
"Nokia Smart Phone, Full Size",Northern Europe,1908.18,820.44,0,Technology,11/24/2014
"Canon Wireless Fax, Color",South America,1264.47,301.47,0.002,Technology,01-03-2016
"Eldon Image Series Desk Accessories, Burgundy",Western US,4.18,1.5,0,Furniture,11/20/2014
"Samsung Signal Booster, Full Size",Western Europe,965.16,463.26,0,Technology,02-04-2013
"Fellowes Lockers, Industrial",Western Europe,748.12,282.52,0.1,Office Supplies,3/19/2014
"Sauder Corner Shelving, Mobile",Western Europe,943.87,209.71,0.1,Furniture,3/23/2013
"Dania Library with Doors, Metal",Eastern Asia,1447.44,43.32,0,Furniture,5/29/2015
"Belkin Router, Bluetooth",Southern Europe,1552.5,62.1,0,Technology,6/16/2014
Logitech Wireless Gaming Headset G930,Eastern US,479.97,177.59,0,Technology,03-07-2012
Xerox 1891,Eastern US,97.82,45.98,0,Office Supplies,03-07-2012
Newell 345,Eastern US,59.52,15.48,0,Office Supplies,03-07-2012
"Hon Executive Leather Armchair, Adjustable",South America,919.26,266.58,0,Furniture,12-11-2014
"Cisco Smart Phone, Full Size",Central America,3045.84,1035.58,0,Technology,10/14/2014
"Apple Smart Phone, with Caller ID",Oceania,766.87,114.97,0.4,Technology,10/18/2014
"Barricks Computer Table, with Bottom Storage",North Africa,2880.18,115.2,0,Furniture,12/27/2012
"Hoover Refrigerator, Red",South America,1403.36,449.04,0,Office Supplies,4/19/2014
"Hoover Stove, Red",Caribbean,1819.1,500.18,0.2,Office Supplies,08-08-2012
GBC Wire Binding Combs,Eastern US,49.63,16.75,0.2,Office Supplies,03-07-2012
"Bevis Coffee Table, Adjustable Height",Eastern Asia,2018.33,-576.91,0.3,Furniture,10/23/2012
"Ikea Classic Bookcase, Pine",Southern Asia,2065.5,41.25,0,Furniture,2/26/2012
"Brother Fax Machine, Laser",Eastern Asia,1274.16,382.2,0,Technology,03-11-2012
"Ikea Classic Bookcase, Mobile",Southern Asia,2485.62,795.24,0,Furniture,1/29/2015
"Breville Refrigerator, Silver",Northern Europe,1560.24,421.2,0,Office Supplies,6/18/2015
"Cisco Smart Phone, with Caller ID",Eastern Asia,3271.2,1341.15,0,Technology,12/29/2012
"Office Star Executive Leather Armchair, Red",Central America,751.49,-112.75,0.2,Furniture,01-11-2014
"Samsung Smart Phone, VoIP",Central America,2120.8,275.7,0,Technology,01-10-2014
"Panasonic Inkjet, Red",Western Europe,2102.83,321.55,0.15,Technology,02-04-2015
"Konica Receipt Printer, White",Western Europe,820.49,183.29,0.15,Technology,11-05-2012
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Eastern US,91.96,39.54,0,Technology,09-09-2015
"Hamilton Beach Blender, Black",Eastern Africa,553.44,16.56,0,Office Supplies,9/24/2014
"Brother Fax Machine, Digital",Oceania,1718.17,610.81,0.1,Technology,6/26/2012
"Lesro Conference Table, Adjustable Height",Western Europe,2794.25,515.75,0.35,Furniture,09-02-2013
"Novimex Executive Leather Armchair, Red",Western Europe,1242.54,345.15,0.1,Furniture,6/19/2014
"Boston School Pro Electric Pencil Sharpener, 1670",Central US,99.14,8.67,0.2,Office Supplies,11/22/2015
"Nokia Smart Phone, Full Size",Eastern Asia,1274.7,165.66,0,Technology,12/22/2013
"Belkin Router, USB",North Africa,1553.76,730.26,0,Technology,10-01-2014
"Barricks Wood Table, with Bottom Storage",Central America,2205.57,689.09,0.2,Furniture,3/28/2015
Xerox 1994,Central US,15.55,5.44,0.2,Office Supplies,02-02-2014
"Motorola Smart Phone, with Caller ID",Western Europe,3227.7,742.35,0,Technology,12-02-2012
"Office Star Executive Leather Armchair, Adjustable",Southern Asia,1395,237.15,0,Furniture,06-01-2015
"Barricks Round Table, Adjustable Height",Western Europe,2291.84,-1128.44,0.35,Furniture,6/17/2015
"Bush Classic Bookcase, Mobile",Central Africa,1660.8,83.04,0,Furniture,11/15/2012
"Chromcraft Conference Table, Rectangular",Eastern Asia,2436.67,-487.37,0.3,Furniture,06-05-2014
Acme Forged Steel Scissors with Black Enamel Handles,Eastern US,18.62,5.4,0,Office Supplies,03-07-2012
"Harbour Creations Steel Folding Chair, Black",Eastern Europe,954.6,152.7,0,Furniture,8/18/2012
"KitchenAid Stove, Silver",Central America,1903,57,0,Office Supplies,03-11-2013
Xerox 1901,Central US,16.9,5.28,0.2,Office Supplies,11/22/2015
"Brother Fax Machine, Digital",Northern Europe,1590.9,508.95,0,Technology,08-06-2015
"Bush Library with Doors, Mobile",Western Asia,1467.36,469.44,0,Furniture,6/21/2015
"Safco Library with Doors, Pine",Southeastern Asia,1091.28,46.92,0.07,Furniture,01-01-2016
"Brother Wireless Fax, Digital",Central America,2014.36,419.8,0.002,Technology,9/28/2013
"Chromcraft Wood Table, Adjustable Height",Central Africa,3877.68,930.48,0,Furniture,2/23/2014
Acme Elite Stainless Steel Scissors,Central US,6.67,0.5,0.2,Office Supplies,11/22/2015
Telescoping Adjustable Floor Lamp,Central US,15.99,-13.99,0.6,Furniture,11/22/2015
"Apple Smart Phone, Cordless",Oceania,2863.35,858.9,0.1,Technology,11/26/2015
"Harbour Creations Executive Leather Armchair, Black",Southeastern Asia,2841.66,189.42,0.25,Furniture,9/29/2015
"StarTech Inkjet, Durable",Western Europe,765.46,-36.08,0.15,Technology,11-07-2015
"Hoover Refrigerator, White",Oceania,1887.84,0,0.1,Office Supplies,09-04-2015
Xerox 1952,Central US,14.94,7.02,0,Office Supplies,9/15/2013
"Binney & Smith Canvas, Blue",Canada,410.88,78,0,Office Supplies,1/21/2014
"Hamilton Beach Stove, White",Caribbean,1801.6,180.1,0,Office Supplies,4/20/2015
"Cisco Audio Dock, Full Size",Western Europe,779.28,-0.12,0.15,Technology,03-08-2014
"Epson Inkjet, Durable",North Africa,613.26,202.32,0,Technology,2/25/2012
Imation Bio 8GB USB Flash Drive Imation Corp,Western US,166.24,24.94,0,Technology,04-02-2013
"Hon Executive Leather Armchair, Red",Oceania,1837.56,275.52,0,Furniture,9/20/2015
"Hoover Stove, Red",Southern Europe,3979.29,1989.54,0,Office Supplies,07-11-2014
Tennsco Regal Shelving Units,Western US,304.23,9.13,0,Office Supplies,07-01-2013
"HP Wireless Fax, Laser",Central America,1198.3,165.6,0.002,Technology,01-01-2015
Xerox 1893,Southern US,163.96,59.44,0.2,Office Supplies,9/21/2015
"Ikea Classic Bookcase, Mobile",Oceania,1864.22,455.57,0.1,Furniture,02-02-2015
"Harbour Creations Executive Leather Armchair, Adjustable",Western Asia,1142.64,-571.32,0.6,Furniture,09-09-2012
"Dania Library with Doors, Traditional",Western Europe,1630.8,18,0.1,Furniture,2/21/2015
"Cisco Smart Phone, Cordless",Northern Europe,1172.66,-1172.74,0.7,Technology,06-02-2013
"Motorola Signal Booster, Full Size",Southern Asia,2021.88,323.4,0,Technology,01-04-2014
"Safco Library with Doors, Mobile",Central America,836.93,230.13,0.2,Furniture,11/25/2013
"Cisco Smart Phone, Full Size",Western Asia,1302.78,286.56,0,Technology,4/17/2015
"Breville Stove, Black",North Africa,2243.88,246.72,0,Office Supplies,08-07-2013
"Apple Speaker Phone, VoIP",Oceania,1221.56,325.61,0.1,Technology,11/22/2015
"Cuisinart Stove, White",Eastern Asia,1609.29,241.38,0,Office Supplies,12/16/2012
"Sharp Fax Machine, Laser",Oceania,1596.51,-53.37,0.1,Technology,6/23/2015
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Eastern US,89.86,21.34,0.2,Office Supplies,4/18/2015
"Sharp Fax and Copier, Digital",Eastern Asia,2018.88,928.44,0,Technology,5/25/2014
"Okidata Inkjet, Wireless",Southern Africa,1885.32,18.72,0,Technology,10-07-2015
"Chromcraft Computer Table, Adjustable Height",Northern Europe,3119.34,1528.38,0,Furniture,12/30/2012
"Dania Library with Doors, Pine",Western Europe,1964.25,21.69,0.1,Furniture,10-01-2015
"GBC Velobind Prepunched Cover Sets, Regency Series",Western US,88.75,27.74,0.2,Office Supplies,07-01-2013
"Hon Executive Leather Armchair, Red",Oceania,1653.8,-689.26,0.4,Furniture,8/28/2015
"Panasonic Inkjet, White",Western Asia,621,180.06,0,Technology,11/21/2015
"Sharp Fax Machine, Color",Southern Asia,2673.81,26.73,0,Technology,12-07-2013
"Sauder Classic Bookcase, Traditional",Southern Europe,1307.97,536.22,0,Furniture,09-06-2015
"Samsung Smart Phone, VoIP",Southern Europe,1145.23,-706.25,0.4,Technology,10-02-2015
Flat Face Poster Frame,Western US,94.2,39.56,0,Furniture,04-02-2015
"Sharp Wireless Fax, Color",Central America,1902.11,872.83,0.002,Technology,9/28/2013
"Canon Fax and Copier, Laser",Western Europe,1913.4,899.1,0,Technology,01-02-2016
"SAFCO Executive Leather Armchair, Set of Two",Eastern Africa,1854.72,778.92,0,Furniture,1/25/2015
"Office Star Executive Leather Armchair, Red",Western Europe,2958.98,953.27,0.1,Furniture,7/18/2014
"Hamilton Beach Stove, White",Eastern Asia,810.72,-599.94,0.5,Office Supplies,03-02-2012
"Dania Classic Bookcase, Metal",Western Europe,2953.58,754.7,0.1,Furniture,3/31/2015
"Breville Refrigerator, Black",Southern Europe,2593.8,1141.2,0,Office Supplies,06-06-2014
"Cuisinart Refrigerator, White",Southeastern Asia,2051.01,667.11,0.17,Office Supplies,03-12-2014
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central US,37.3,-1.07,0.3,Furniture,11/19/2012
"Brother Copy Machine, Color",Western Europe,1318.65,567,0,Technology,10/17/2015
"Samsung Speaker Phone, Full Size",Southeastern Asia,1120.77,55.89,0,Technology,5/22/2012
Belkin Standard 104 key USB Keyboard,Western US,46.69,-2.92,0.2,Technology,5/15/2013
"KitchenAid Stove, Silver",South America,3044.8,91.2,0,Office Supplies,09-03-2015
"Dania Library with Doors, Mobile",Western Europe,656.86,94.84,0.1,Furniture,6/22/2015
"HP Wireless Fax, Digital",Northern Europe,2518.95,1032.57,0,Technology,5/13/2015
"SAFCO Executive Leather Armchair, Set of Two",Western Africa,1669.25,-1558.15,0.7,Furniture,8/20/2014
"Bush Classic Bookcase, Traditional",Southern Europe,2476.08,1015.02,0,Furniture,6/27/2014
"Cisco Smart Phone, Full Size",Northern Europe,1302.78,286.56,0,Technology,1/24/2012
Xerox 1977,Western US,33.4,16.03,0,Office Supplies,04-02-2013
"Hon Wood Table, with Bottom Storage",Oceania,2125.32,148.68,0,Furniture,12-08-2015
"Cisco Smart Phone, Cordless",Northern Europe,1954.44,781.74,0,Technology,07-04-2014
"Motorola Smart Phone, Full Size",South America,856.92,222.76,0,Technology,5/26/2013
"Samsung Smart Phone, with Caller ID",Southeastern Asia,3696.03,756.87,0.17,Technology,12/14/2015
"Cisco Smart Phone, Cordless",Southern Asia,1302.96,182.4,0,Technology,12/15/2013
"Harbour Creations Executive Leather Armchair, Black",Western Asia,1136.66,-880.96,0.6,Furniture,03-07-2015
"Brother Fax Machine, Laser",Oceania,1720.12,382.18,0.1,Technology,6/29/2014
"Memorex Router, Bluetooth",Southeastern Asia,1043.93,-295.51,0.47,Technology,06-04-2015
"Konica Inkjet, Wireless",Western Africa,1253.76,200.52,0,Technology,10-02-2012
"Cuisinart Refrigerator, Black",Central America,2180.24,-690.54,0.4,Office Supplies,06-09-2014
"StarTech Printer, Wireless",Western Europe,1306.47,107.49,0.15,Technology,10/18/2014
GBC Wire Binding Combs,Western US,24.82,8.38,0.2,Office Supplies,12-10-2015
Staples,Western US,20.96,5.24,0,Office Supplies,07-01-2013
"Chromcraft Wood Table, Adjustable Height",Central America,775.54,213.22,0.2,Furniture,11/22/2015
"Hon Round Table, with Bottom Storage",Western Europe,2012.05,-1021.67,0.35,Furniture,11/13/2013
"Cisco Smart Phone, Full Size",Southeastern Asia,2166.9,391.5,0.17,Technology,06-12-2012
"Cisco Smart Phone, with Caller ID",Southern Asia,3271.2,1341.15,0,Technology,04-12-2015
"Canon Wireless Fax, Laser",Caribbean,755.81,195.35,0.002,Technology,10/20/2012
"Bush Library with Doors, Metal",Southern Africa,2182.68,327.24,0,Furniture,4/30/2013
"Motorola Smart Phone, Cordless",Eastern Asia,1285.56,51.42,0,Technology,09-02-2013
"Cisco Audio Dock, Cordless",Central America,1479.36,103.44,0,Technology,4/21/2013
"Bevis Conference Table, Fully Assembled",South America,740.18,-407.14,0.6,Furniture,12/22/2014
"Epson Inkjet, Durable",Northern Europe,1533.15,505.8,0,Technology,06-08-2014
"Barricks Training Table, Adjustable Height",Western Asia,2563.92,820.32,0,Furniture,07-01-2013
"Motorola Smart Phone, Full Size",Oceania,2897.91,901.56,0.1,Technology,8/20/2013
"KitchenAid Refrigerator, Black",Southern Asia,1582.11,-886.05,0.5,Office Supplies,8/18/2015
Zebra Zazzle Fluorescent Highlighters,Eastern US,14.59,2.55,0.2,Office Supplies,4/18/2015
"Cisco Smart Phone, with Caller ID",Central America,2616.96,26.16,0,Technology,09-09-2014
"Bevis Round Table, with Bottom Storage",Northern Europe,1399.11,108.78,0.1,Furniture,06-01-2015
"Hewlett Wireless Fax, Laser",Western Europe,3421.71,1060.56,0,Technology,07-01-2014
Xerox 196,Eastern US,13.87,5.03,0.2,Office Supplies,4/18/2015
"Samsung Signal Booster, VoIP",South America,820.08,98.28,0,Technology,05-10-2015
Zipper Ring Binder Pockets,Western US,14.98,5.43,0.2,Office Supplies,12-10-2015
"Sauder Corner Shelving, Mobile",Southern Asia,1198.56,359.52,0,Furniture,2/14/2015
"Chromcraft Conference Table, with Bottom Storage",Oceania,1832.61,-445.11,0.3,Furniture,12-05-2015
"Bush Classic Bookcase, Traditional",Western Europe,1857.06,639.51,0.1,Furniture,8/29/2013
"Safco Classic Bookcase, Traditional",Central Africa,1752.6,455.64,0,Furniture,08-08-2015
"Bevis Conference Table, Fully Assembled",Southern Asia,1850.46,259.02,0,Furniture,11/30/2014
"Office Star Executive Leather Armchair, Black",Eastern Asia,2337.15,1098.45,0,Furniture,8/22/2012
"Sauder Floating Shelf Set, Mobile",Northern Europe,788.4,291.6,0,Furniture,3/13/2015
"Epson Card Printer, White",Western Europe,715.53,100.98,0.15,Technology,04-07-2014
Canon Image Class D660 Copier,Western US,2999.95,1379.98,0,Technology,1/28/2015
"Bevis Round Table, Rectangular",Southern Asia,3094.56,1423.44,0,Furniture,5/22/2015
"Brother Ink, Laser",Central America,882.03,148.35,0.002,Technology,4/25/2014
Tennsco Single-Tier Lockers,Western US,1126.02,56.3,0,Office Supplies,1/28/2015
"Lesro Round Table, Adjustable Height",Oceania,953.82,-81.81,0.3,Furniture,9/16/2013
"Dania Classic Bookcase, Metal",Southern Asia,2871.54,57.33,0,Furniture,9/28/2015
"Samsung Smart Phone, with Caller ID",Southern Asia,2544.6,865.08,0,Technology,10-09-2013
"Okidata Printer, White",Southeastern Asia,886.14,106.74,0.17,Technology,10/31/2015
"Epson Receipt Printer, Red",Southeastern Asia,473.85,-5.85,0.17,Technology,11/24/2012
"Brother Ink, Laser",Western Africa,1767.6,0,0,Technology,12/13/2015
"Ikea Library with Doors, Mobile",Central America,780.61,-0.03,0.2,Furniture,12-09-2012
Global Deluxe High-Back Manager's Chair,Central US,600.56,-8.58,0.3,Furniture,12/27/2012
"Hamilton Beach Stove, Red",Southern Europe,2711.7,1220.25,0,Office Supplies,12/17/2014
"Breville Microwave, Red",Northern Europe,2111.97,190.05,0,Office Supplies,4/18/2015
"Office Star Swivel Stool, Set of Two",Southeastern Asia,1189.28,-396.43,0.25,Furniture,12/24/2015
"Nokia Smart Phone, Cordless",Southern Asia,1908.45,534.33,0,Technology,9/20/2014
Global Comet Stacking Armless Chair,Eastern US,897.15,251.2,0,Furniture,12-07-2015
Xerox 1919,Western US,163.96,80.34,0,Office Supplies,05-06-2015
"Barricks Computer Table, Fully Assembled",Southeastern Asia,1854.93,-1294.35,0.57,Furniture,12/28/2013
"Epson Inkjet, Wireless",Eastern Asia,924.66,397.53,0,Technology,10/14/2014
"Barricks Round Table, Fully Assembled",Eastern Asia,1760.43,-326.97,0.3,Furniture,4/27/2013
"Samsung Signal Booster, Full Size",Eastern Europe,827.28,397.08,0,Technology,6/23/2015
"Hoover Stove, White",Caribbean,1510.96,509.86,0.2,Office Supplies,12-03-2013
"Brother Copy Machine, High-Speed",Southern Asia,2098.32,860.16,0,Technology,07-02-2015
"Barricks Conference Table, Fully Assembled",South America,1938.24,-96.96,0.2,Furniture,6/28/2015
"Konica Printer, Wireless",Southern Europe,803.52,-495.63,0.4,Technology,9/19/2013
"SAFCO Executive Leather Armchair, Adjustable",Southern Asia,1391.76,97.38,0,Furniture,12-02-2014
KeyTronic 6101 Series - Keyboard - Black,Eastern US,163.96,70.5,0,Technology,11/19/2015
"Rogers Lockers, Blue",Oceania,952.29,-53.01,0.1,Office Supplies,7/25/2015
"Ikea Library with Doors, Mobile",Southern Europe,2927.28,146.16,0,Furniture,09-08-2015
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Eastern US,51.07,5.11,0.2,Furniture,6/18/2013
Advantus Rolling Storage Box,Western US,51.45,13.89,0,Office Supplies,1/28/2015
Xerox 214,Eastern US,19.44,9.33,0,Office Supplies,12-07-2015
"Breville Microwave, Silver",Southern Asia,2117.22,-1736.28,0.5,Office Supplies,1/22/2015
"Novimex Executive Leather Armchair, Black",Southeastern Asia,2747.7,82.26,0,Furniture,07-01-2015
"Ikea 3-Shelf Cabinet, Mobile",Southeastern Asia,1014.72,141.96,0,Furniture,1/25/2013
"Motorola Speaker Phone, Cordless",Southern Asia,1591.56,79.56,0,Technology,07-12-2013
"Panasonic Printer, Durable",Central America,533.22,69.3,0,Technology,11/29/2012
"Nokia Smart Phone, Full Size",South America,2124.5,488.6,0,Technology,12-01-2015
"Rogers Lockers, Blue",Southeastern Asia,1053.87,-152.49,0.17,Office Supplies,12-09-2013
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Eastern US,5.88,1.98,0.2,Office Supplies,11/21/2012
"Panasonic Inkjet, Durable",Northern Europe,1248.84,249.72,0,Technology,12/21/2013
"Sauder Classic Bookcase, Pine",Central America,2040.92,959.14,0,Furniture,11/25/2014
"Eldon Lockers, Blue",Western Europe,1068.71,-0.13,0.1,Office Supplies,09-04-2015
"Safco Classic Bookcase, Metal",South America,875.22,139.98,0,Furniture,5/16/2015
"Enermax Router, Programmable",Oceania,1403.08,296.08,0.1,Technology,11-09-2014
"Sauder Classic Bookcase, Traditional",Eastern Europe,1743.96,714.96,0,Furniture,11-12-2012
"Konica Printer, Durable",Western Asia,1071.84,310.8,0,Technology,04-11-2014
"Epson Inkjet, Wireless",Southern Europe,925.02,-447.18,0.4,Technology,6/13/2015
"Office Star Executive Leather Armchair, Black",South America,1682.75,-813.49,0.4,Furniture,6/15/2014
"Sauder Library with Doors, Pine",Eastern Asia,1944.9,291.6,0,Furniture,07-09-2015
"Canon Wireless Fax, Color",Southern Asia,3040.8,1155.36,0,Technology,05-05-2014
Colorific Watercolor Pencils,Eastern US,15.48,4.49,0,Office Supplies,07-08-2013
"Brother Wireless Fax, High-Speed",Central America,1003.35,178.95,0.002,Technology,11-08-2013
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Western US,11.96,5.38,0,Office Supplies,1/28/2015
"Eldon File Cart, Single Width",Oceania,808.73,-0.19,0.1,Office Supplies,9/17/2012
"Sharp Fax Machine, Laser",Western Europe,2764.33,-195.44,0.15,Technology,01-01-2015
Premier Automatic Letter Opener,Southern US,961.48,-204.31,0.2,Office Supplies,12/21/2014
"Hon Executive Leather Armchair, Black",Eastern Europe,457.14,169.14,0,Furniture,09-04-2015
GBC VeloBinder Electric Binding Machine,Southern US,254.06,-169.37,0.7,Office Supplies,12/21/2014
"Okidata Printer, Wireless",Oceania,1933.2,-128.88,0.1,Technology,6/29/2014
"Safco Library with Doors, Pine",Western Europe,704.05,312.91,0.1,Furniture,6/27/2012
"Breville Microwave, Black",Western Europe,1355.13,-60.27,0.1,Office Supplies,9/26/2015
"Situations Contoured Folding Chairs, 4/Set",Eastern US,99.37,-7.1,0.3,Furniture,03-07-2013
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Southern US,194.53,24.32,0.2,Office Supplies,12/21/2014
"Office Star Executive Leather Armchair, Adjustable",Eastern Asia,2819.52,338.22,0,Furniture,10-08-2014
"Motorola Smart Phone, Cordless",Eastern Asia,2571.12,102.84,0,Technology,11/15/2013
"Memorex Router, Erganomic",Central Africa,976.08,292.8,0,Technology,1/29/2013
"Cisco Signal Booster, with Caller ID",Oceania,607.32,115.32,0,Technology,12/22/2013
"Ames Business Envelopes, Security-Tint",Canada,87.84,29.7,0,Office Supplies,08-12-2012
36X48 HARDFLOOR CHAIRMAT,Eastern US,33.57,-5.45,0.2,Furniture,03-07-2013
"Hon Executive Leather Armchair, Adjustable",Central America,1697.58,-63.76,0.2,Furniture,12/21/2015
"Bush Classic Bookcase, Traditional",Eastern Asia,2063.4,123.75,0,Furniture,11/21/2012
"HP Personal Copier, Digital",Western Europe,632.04,7.26,0.15,Technology,10/20/2014
"Bush Classic Bookcase, Mobile",Eastern Asia,2906.4,1220.52,0,Furniture,10/13/2015
"Lesro Conference Table, with Bottom Storage",Southern Asia,2572.74,1080.54,0,Furniture,3/30/2015
Avery Recycled Flexi-View Covers for Binding Systems,Central US,16.03,-25.65,0.8,Office Supplies,11-08-2015
